Comment,Label
"O aplicativo foi fundamental no momento de crise",true
"O suporte médico foi rápido e muito bom",true
"O chat de emergência respondeu na mesma hora",true
"O aplicativo me ajudou de forma incrível",true
"Fui atendido muito rápido e com excelência",true
"O app funcionou sem falhas e me trouxe segurança",true
"O chat foi muito útil e rápido",true
"Recebi alimentos rapidamente pelo app",true
"O aplicativo me direcionou para pontos de apoio seguros",true
"Consegui encontrar abrigo facilmente com o app",true
"O suporte foi excelente e me ajudou bastante",true
"O aplicativo respondeu rapidamente quando precisei",true
"O chat me deu o suporte necessário sem dificuldades",true
"Funcionou muito bem e me deu segurança",true
"O aplicativo atendeu rapidamente meu pedido de ajuda",true
"Recebi ajuda dos voluntários de forma rápida",true
"O aplicativo foi muito eficiente na emergência",true
"Fui bem atendido e consegui abrigo rápido",true
"O chat respondeu muito rápido e me guiou bem",true
"O aplicativo foi muito útil no momento de crise",true
"O atendimento médico foi rápido e eficiente",true
"O app me ajudou a encontrar o que precisava na emergência",true
"Recebi alimentos sem demora graças ao aplicativo",true
"O suporte foi rápido e eficiente durante toda a crise",true
"O aplicativo não travou e me atendeu com precisão",true
"O chat foi excelente e resolveu minha situação",true
"Fui muito bem atendido pelo suporte psicológico",true
"O app me direcionou corretamente para o abrigo mais próximo",true
"O atendimento foi excelente desde o início",true
"O aplicativo foi essencial para minha segurança",true
"O suporte dos voluntários foi muito rápido",true
"O chat respondeu de forma ágil e eficiente",true
"Recebi atendimento médico rápido e de qualidade",true
"O app localizou rapidamente os pontos de apoio",true
"O aplicativo foi muito ágil no atendimento",true
"O chat funcionou perfeitamente quando precisei",true
"O suporte me atendeu com muita agilidade",true
"O aplicativo é confiável e me ajudou muito",true
"O atendimento psicológico foi excelente no app",true
"Recebi ajuda médica de forma muito rápida",true
"O chat de emergência me respondeu rapidamente",true
"O aplicativo foi fundamental na emergência",true
"Fui atendido com rapidez e qualidade",true
"O app me direcionou rapidamente para pontos de ajuda",true
"O suporte dos voluntários foi muito eficiente",true
"O chat me atendeu na hora e solucionou tudo",true
"O aplicativo me ajudou muito durante a crise",true
"O atendimento foi rápido e seguro pelo aplicativo",true
"O app não travou e me trouxe segurança",true
"O chat foi ágil e muito eficaz",true
"O aplicativo me guiou até o abrigo mais próximo com rapidez",true
"O suporte me atendeu muito bem na emergência",true
"O aplicativo funcionou muito bem quando precisei",true
"O atendimento foi impecável pelo chat",true
"Recebi alimentos de forma muito rápida",true
"O app localizou rapidamente um abrigo seguro",true
"O suporte foi muito atencioso e rápido",true
"O chat me respondeu na mesma hora e me ajudou muito",true
"O aplicativo foi essencial no momento difícil",true
"O atendimento médico foi excelente e rápido",true
"O chat de emergência me ajudou rapidamente",true
"O aplicativo respondeu muito rápido na crise",true
"Recebi ajuda de forma muito ágil pelo app",true
"O suporte foi excelente do início ao fim",true
"O app não travou e me guiou com eficiência",true
"O atendimento psicológico foi rápido e muito bom",true
"O chat respondeu rapidamente e me deu todo suporte",true
"O aplicativo localizou rapidamente os pontos de emergência",true
"Recebi alimentos e água de forma eficiente",true
"O suporte médico chegou rapidamente através do app",true
"O chat me atendeu prontamente e resolveu tudo",true
"O aplicativo foi extremamente útil durante a emergência",true
"Fui atendido com rapidez e muita atenção",true
"O app me direcionou para o abrigo certo na hora",true
"O suporte dos voluntários foi excelente",true
"O chat funcionou sem problemas e me ajudou muito",true
"O aplicativo respondeu prontamente e solucionou tudo",true
"O atendimento foi muito eficiente pelo app",true
"O chat de emergência me respondeu imediatamente",true
"Recebi ajuda médica muito rápida e de qualidade",true
"O app funcionou muito bem na emergência",true
"O aplicativo localizou abrigos e voluntários rapidamente",true
"O atendimento foi impecável do começo ao fim",true
"O chat foi muito eficiente e rápido na emergência",true
"O suporte psicológico foi essencial e muito bom",true
"O app me direcionou para pontos de apoio seguros e rápidos",true
"O atendimento dos voluntários foi excelente",true
"O aplicativo foi fundamental no momento mais crítico",true
"O chat respondeu rapidamente e me guiou corretamente",true
"O aplicativo foi muito eficiente e seguro",true
"O suporte médico me atendeu muito rápido",true
"O chat me deu todo suporte que eu precisava",true
"O aplicativo funcionou perfeitamente durante a crise",true
"Recebi apoio psicológico rapidamente e sem dificuldades",true
"O atendimento foi excepcional no aplicativo",true
"O chat respondeu muito rápido quando precisei",true
"O app localizou os pontos de ajuda sem erro",true
"O suporte foi muito eficiente desde o início",true
"O aplicativo me ajudou muito no momento difícil",true
"O atendimento médico foi ágil e de ótima qualidade",true
"O chat de emergência me deu total suporte",true
"O aplicativo foi essencial para encontrar ajuda rapidamente",true
"O app respondeu na hora e me deu todo suporte",true
"Recebi ajuda médica muito eficiente através do aplicativo",true
"O chat me guiou perfeitamente durante a emergência",true
"O aplicativo me ajudou a encontrar abrigo com rapidez",true
"O suporte foi muito ágil e eficiente pelo app",true
"O atendimento foi excelente tanto no chat quanto no app",true
"O app localizou rapidamente voluntários e médicos",true
"O chat me respondeu imediatamente e me atendeu muito bem",true
"O suporte psicológico foi incrível durante a crise",true
"O aplicativo me trouxe segurança e apoio rapidamente",true
"O app respondeu rápido e me ajudou muito",true
"O atendimento médico chegou muito rápido graças ao aplicativo",true
"O chat foi fundamental para me orientar na crise",true
"O aplicativo foi muito eficiente e rápido no suporte",true
"O app me direcionou corretamente para o abrigo mais próximo",true
"O chat respondeu muito rápido e solucionou tudo",true
"O suporte dos voluntários foi essencial na emergência",true
"O aplicativo funcionou perfeitamente quando mais precisei",true
"Atendimento péssimo",false
"Atendimento horrivel",false
"Não gostei do aplicativo",false
"Aplicativo inútil",false
"Suporte horrível",false
"Não recomendo",false
"Atendimento demorou demais",false
"Não consegui ajuda",false
"Serviço muito ruim",false
"Aplicativo travou na emergência",false
"Não consegui falar com ninguém",false
"O chat não funciona",false
"Demoraram muito para responder",false
"Aplicativo horrível",false
"Suporte péssimo",false
"Não obtive retorno",false
"Ninguém respondeu no chat",false
"Atendimento muito ruim",false
"App não resolve nada",false
"Ajuda ineficaz",false
"Fiquei sem suporte",false
"Ninguém me ajudou",false
"Não gostei do atendimento",false
"Demoraram para ajudar",false
"Aplicativo não funciona direito",false
"O suporte não atende",false
"Fui ignorado pelo chat",false
"App não respondeu",false
"Não consegui suporte na emergência",false
"Ajuda muito lenta",false
"Atendimento sem qualidade",false
"Não resolveu meu problema",false
"Demora absurda no chat",false
"Não consegui encontrar abrigo",false
"App péssimo",false
"Fui mal atendido",false
"Ninguém me respondeu",false
"Não consegui localizar ajuda",false
"Suporte extremamente ruim",false
"Não obtive nenhuma resposta",false
"Fiquei sem atendimento",false
"O app não carregou na emergência",false
"Demora demais para responder",false
"O atendimento foi horrível",false
"App travou e não ajudou",false
"Não consegui nem abrir o chat",false
"Não gostei da experiência",false
"Atendimento falho",false
"App não funciona corretamente",false
"Fui totalmente ignorado",false
"Ajuda péssima",false
"Não consegui auxílio pelo app",false
"Atendimento demorado demais",false
"Suporte sem qualidade",false
"O chat não responde",false
"Demora excessiva no suporte",false
"App não resolve meus problemas",false
"Fiquei na mão quando precisei",false
"Não consegui nenhuma informação",false
"Atendimento horrível e demorado",false
"O suporte simplesmente não existe",false
"Não consegui ajuda nem suporte",false
"O app não localiza nada",false
"App extremamente ruim",false
"O suporte é péssimo",false
"Ninguém me atendeu no chat",false
"Não consegui contato com ninguém",false
"Serviço horrível",false
"App trava toda hora",false
"Não consegui encontrar voluntários",false
"O chat não abre",false
"O suporte nunca responde",false
"Não gostei do suporte",false
"Demora eterna para responder",false
"App completamente inútil",false
"Não consegui alimentos pelo app",false
"O aplicativo me deixou na mão",false
"O suporte não resolve nada",false
"O chat simplesmente não funciona",false
"App cheio de bugs",false
"Não serve para nada",false
"O atendimento foi péssimo",false
"Demoraram horas para responder",false
"O suporte não funciona",false
"O aplicativo não abriu",false
"Fiquei sem abrigo por culpa do app",false
"O chat demorou demais",false
"O atendimento não funciona direito",false
"App travou na hora que precisei",false
"Suporte inexistente",false
"Ninguém responde no aplicativo",false
"App não cumpre o que promete",false
"O chat não conecta",false
"Não consegui falar com o suporte",false
"App horroroso",false
"O atendimento é muito ruim",false
"Não consegui pedir ajuda",false
"App não carrega",false
"O suporte não apareceu",false
"Atendimento ruim demais",false
"Fiquei esperando e ninguém respondeu",false
"O chat não abre na emergência",false
"O suporte não me ajudou",false
"App horrível e sem suporte",false
"Ninguém quis me ajudar",false
"O suporte simplesmente sumiu",false
"Demorou tanto que desisti",false
"Aplicativo cheio de erros",false
"O chat não conecta nunca",false
"Não consegui socorro pelo app",false
"O app falhou na emergência",false
"Ajuda que nunca chega",false
"O suporte não funciona direito",false
"O atendimento é muito lento",false
"O chat não funciona nunca",false
"Fiquei esperando ajuda e não veio",false
"Atendimento péssimo e ineficiente",false
"O suporte nunca aparece",false
"O app não encontra nada",false
"Demora demais e não resolve",false
"O chat nunca responde",false
"O atendimento é horrível e lento",false
"O app não serve para emergências",false
"Não consegui ajuda no aplicativo",false
"O suporte nunca está disponível",false
"O chat não abre nem responde",false
"App inútil em situações de crise",false
"O atendimento é lamentável",false
"App não ajuda em nada",false
"Fiquei sem qualquer suporte",false
"Não recomendo o aplicativo",false
"O suporte é muito lento",false
"Demorei horas e ninguém respondeu",false
"O chat nunca funciona direito",false
"O atendimento é simplesmente péssimo",false
"O suporte desapareceu quando precisei",false
"O app não funciona na hora da crise",false
"Não consegui nem abrir o aplicativo",false
"Fiquei sem ajuda por causa do app",false
"O chat ficou carregando para sempre",false
"O atendimento é horroroso",false
"O suporte não responde nunca",false
"O app falha o tempo todo",false
"Não consegui socorro quando precisei",false
"O suporte é demorado e ruim",false
"O chat simplesmente não existe",false
"O atendimento foi uma decepção",false
"App não funciona na emergência",false
"Fiquei na mão esperando o chat",false
"O suporte sumiu quando mais precisei",false
"Não consegui ajuda médica no app",false
"O app trava na hora da necessidade",false
"Ajuda que nunca chega pelo app",false
"Suporte falho e muito lento",false
"O chat não me respondeu nunca",false
"O app não cumpre o que promete",false
"Não consegui nem acessar o chat",false
"O atendimento foi extremamente ruim",false
"O suporte não atendeu minha solicitação",false
"Demora absurda para qualquer resposta",false
"Fiquei sem respostas no aplicativo",false
"Ajuda que não funciona",false
"O chat é completamente ineficiente",false
"O suporte nunca esteve disponível",false
"O aplicativo não resolve problema algum",false
"Não consegui encontrar nenhum abrigo",false
"O atendimento não serve",false
"Não consegui socorro através do app",false
"O chat nunca carrega",false
"O aplicativo não funcionou na crise",false
"Fiquei sem qualquer atendimento",false
"O app não abre na emergência",false
"O suporte desapareceu",false
"O atendimento não funciona",false
"O chat não apareceu",false
"O app é inútil em emergências",false
"Não consegui nenhum suporte",false
"O suporte não responde nunca",false
"O chat simplesmente não abriu",false
"O aplicativo não serviu para nada",false
"Fiquei sem ajuda e sem suporte",false
"O app nunca conecta",false
"O atendimento não acontece",false
"App horrível e ineficaz",false
"O chat não dá retorno",false
"O suporte não funciona de jeito nenhum",false
"Demorei horas e ninguém apareceu",false
"O atendimento é ridículo",false
"Não consegui nem abrir o chat na crise",false
"O suporte não respondeu nenhuma vez",false
"O aplicativo me deixou sem respostas",false
"O chat simplesmente não funciona nunca",false
"O suporte não ajudou em nada",false
"Fiquei perdido sem nenhuma ajuda",false
"Não consegui abrir o app na emergência",false
"O atendimento foi simplesmente terrível",false
"O chat nunca respondeu",false
"O app falhou completamente",false
"Não consegui achar socorro no app",false
"Fiquei sem suporte quando mais precisei",false
"O chat não abre nunca",false
"O suporte não atende ninguém",false
"Não consegui nenhuma ajuda no app",false
"O app não ajuda em situação de crise",false
"Fiquei esperando o chat e nunca abriu",false
"O suporte foi totalmente ineficiente",false
"O app não localiza abrigo algum",false
"Não consegui socorro nenhum",false
"O chat não respondeu de forma alguma",false
"O aplicativo não funciona em emergências",false
"O suporte nunca me respondeu",false
"Não consegui nenhuma resposta no chat",false
"O app não carregou quando mais precisei",false
